Datum von;Datum bis;Netzlast [MWh] Berechnete Auflösungen;Netzlast inkl. Pumpspeicher [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
13.01.2024 23:00;14.01.2024 00:00;53.277,00;55.151,25;1.874,25;23.705,25
14.01.2024 00:00;14.01.2024 01:00;49.436,25;51.302,25;1.866,00;19.841,50
14.01.2024 01:00;14.01.2024 02:00;48.322,50;51.549,00;3.226,50;18.017,50
14.01.2024 02:00;14.01.2024 03:00;47.118,75;50.492,25;3.373,50;17.131,50
14.01.2024 03:00;14.01.2024 04:00;46.262,50;49.540,50;3.278,00;16.221,00
14.01.2024 04:00;14.01.2024 05:00;46.256,75;49.734,00;3.477,25;17.089,75
14.01.2024 05:00;14.01.2024 06:00;45.850,00;49.000,50;3.150,50;17.864,00
14.01.2024 06:00;14.01.2024 07:00;45.479,25;47.674,50;2.195,25;18.215,75
14.01.2024 07:00;14.01.2024 08:00;47.445,50;48.567,50;1.122,00;21.318,25
14.01.2024 08:00;14.01.2024 09:00;50.614,00;50.841,75;227,75;25.333,25
14.01.2024 09:00;14.01.2024 10:00;54.680,25;54.835,50;155,25;27.847,25
14.01.2024 10:00;14.01.2024 11:00;57.932,00;58.031,25;99,25;28.888,25
14.01.2024 11:00;14.01.2024 12:00;59.886,75;59.955,50;68,75;28.656,75
14.01.2024 12:00;14.01.2024 13:00;60.017,25;60.252,25;235,00;27.079,25
14.01.2024 13:00;14.01.2024 14:00;58.633,50;59.701,25;1.067,75;25.530,00
14.01.2024 14:00;14.01.2024 15:00;57.037,75;57.193,25;155,50;25.042,75
14.01.2024 15:00;14.01.2024 16:00;57.106,75;57.329,50;222,75;27.457,25
14.01.2024 16:00;14.01.2024 17:00;58.270,25;58.285,25;15,00;30.513,25
14.01.2024 17:00;14.01.2024 18:00;61.719,50;61.797,00;77,50;33.233,00
14.01.2024 18:00;14.01.2024 19:00;62.621,50;62.632,50;11,00;32.521,75
14.01.2024 19:00;14.01.2024 20:00;61.414,00;61.585,50;171,50;30.013,75
14.01.2024 20:00;14.01.2024 21:00;59.189,00;59.547,25;358,25;27.170,25
14.01.2024 21:00;14.01.2024 22:00;57.744,00;58.084,75;340,75;25.067,75
14.01.2024 22:00;14.01.2024 23:00;56.743,25;57.377,25;634,00;24.522,75
14.01.2024 23:00;15.01.2024 00:00;53.985,25;55.036,25;1.051,00;20.806,75
15.01.2024 00:00;15.01.2024 01:00;51.829,00;54.786,50;2.957,50;17.281,50
15.01.2024 01:00;15.01.2024 02:00;50.943,25;55.081,75;4.138,50;15.459,50
15.01.2024 02:00;15.01.2024 03:00;49.711,00;54.079,75;4.368,75;13.986,25
15.01.2024 03:00;15.01.2024 04:00;50.230,50;55.380,50;5.150,00;13.825,75
15.01.2024 04:00;15.01.2024 05:00;51.887,75;56.538,50;4.650,75;15.031,75
15.01.2024 05:00;15.01.2024 06:00;55.437,75;59.060,25;3.622,50;20.042,25
15.01.2024 06:00;15.01.2024 07:00;63.032,75;64.238,25;1.205,50;28.725,00
15.01.2024 07:00;15.01.2024 08:00;69.980,75;70.218,75;238,00;36.500,75
15.01.2024 08:00;15.01.2024 09:00;72.997,75;73.019,00;21,25;40.567,00
15.01.2024 09:00;15.01.2024 10:00;74.240,50;74.264,00;23,50;42.097,25
15.01.2024 10:00;15.01.2024 11:00;75.080,50;75.108,50;28,00;41.881,75
15.01.2024 11:00;15.01.2024 12:00;75.508,25;75.546,50;38,25;41.482,75
15.01.2024 12:00;15.01.2024 13:00;74.550,25;74.583,00;32,75;41.987,00
15.01.2024 13:00;15.01.2024 14:00;73.766,75;73.842,75;76,00;41.995,25
15.01.2024 14:00;15.01.2024 15:00;72.503,50;72.695,00;191,50;42.136,50
15.01.2024 15:00;15.01.2024 16:00;72.052,50;72.149,25;96,75;44.088,00
15.01.2024 16:00;15.01.2024 17:00;71.540,50;71.726,00;185,50;45.506,50
15.01.2024 17:00;15.01.2024 18:00;73.040,00;73.118,25;78,25;47.336,25
15.01.2024 18:00;15.01.2024 19:00;72.747,25;72.862,50;115,25;47.035,75
15.01.2024 19:00;15.01.2024 20:00;70.928,75;71.226,50;297,75;45.628,75
15.01.2024 20:00;15.01.2024 21:00;67.312,25;67.507,25;195,00;42.737,50
15.01.2024 21:00;15.01.2024 22:00;63.942,50;64.481,00;538,50;40.116,25
15.01.2024 22:00;15.01.2024 23:00;60.518,50;61.158,50;640,00;38.932,50
15.01.2024 23:00;16.01.2024 00:00;56.574,50;57.590,25;1.015,75;36.119,50
16.01.2024 00:00;16.01.2024 01:00;54.293,25;56.865,00;2.571,75;33.828,75
16.01.2024 01:00;16.01.2024 02:00;52.567,00;56.130,25;3.563,25;31.845,25
16.01.2024 02:00;16.01.2024 03:00;51.947,75;56.285,25;4.337,50;30.731,75
16.01.2024 03:00;16.01.2024 04:00;52.273,50;56.317,50;4.044,00;31.100,00
16.01.2024 04:00;16.01.2024 05:00;53.132,25;56.650,50;3.518,25;32.388,75
16.01.2024 05:00;16.01.2024 06:00;56.513,00;58.560,50;2.047,50;36.919,50
16.01.2024 06:00;16.01.2024 07:00;62.958,00;63.246,50;288,50;44.335,50
16.01.2024 07:00;16.01.2024 08:00;68.394,50;68.455,25;60,75;51.602,25
16.01.2024 08:00;16.01.2024 09:00;70.627,50;70.633,00;5,50;55.433,00
16.01.2024 09:00;16.01.2024 10:00;71.014,25;71.019,00;4,75;56.041,50
16.01.2024 10:00;16.01.2024 11:00;71.388,00;71.398,25;10,25;55.111,00
16.01.2024 11:00;16.01.2024 12:00;71.522,25;71.572,75;50,50;53.929,50
16.01.2024 12:00;16.01.2024 13:00;71.193,00;71.263,00;70,00;51.329,00
16.01.2024 13:00;16.01.2024 14:00;69.714,50;69.860,25;145,75;50.280,00
16.01.2024 14:00;16.01.2024 15:00;68.421,75;68.512,50;90,75;50.371,00
16.01.2024 15:00;16.01.2024 16:00;68.505,50;68.621,75;116,25;52.514,50
16.01.2024 16:00;16.01.2024 17:00;68.967,50;68.981,25;13,75;54.737,00
16.01.2024 17:00;16.01.2024 18:00;71.948,25;71.961,75;13,50;56.020,50
16.01.2024 18:00;16.01.2024 19:00;72.143,00;72.155,50;12,50;53.941,00
16.01.2024 19:00;16.01.2024 20:00;71.308,25;71.474,00;165,75;51.464,25
16.01.2024 20:00;16.01.2024 21:00;68.473,50;69.106,00;632,50;47.036,75
16.01.2024 21:00;16.01.2024 22:00;65.557,25;66.007,25;450,00;43.060,75
16.01.2024 22:00;16.01.2024 23:00;62.837,00;64.335,50;1.498,50;39.956,50
16.01.2024 23:00;17.01.2024 00:00;59.789,75;62.428,00;2.638,25;36.128,75
17.01.2024 00:00;17.01.2024 01:00;57.797,25;61.511,75;3.714,50;34.189,50
17.01.2024 01:00;17.01.2024 02:00;56.396,75;60.402,75;4.006,00;32.598,25
17.01.2024 02:00;17.01.2024 03:00;55.344,75;59.502,75;4.158,00;31.153,25
17.01.2024 03:00;17.01.2024 04:00;55.417,00;59.605,50;4.188,50;30.643,25
17.01.2024 04:00;17.01.2024 05:00;55.906,25;59.932,25;4.026,00;31.195,75
17.01.2024 05:00;17.01.2024 06:00;58.840,00;62.394,00;3.554,00;33.954,00
17.01.2024 06:00;17.01.2024 07:00;65.838,25;67.924,75;2.086,50;40.521,75
17.01.2024 07:00;17.01.2024 08:00;71.258,75;71.537,50;278,75;47.263,75
17.01.2024 08:00;17.01.2024 09:00;74.318,00;74.509,25;191,25;51.423,00
17.01.2024 09:00;17.01.2024 10:00;74.747,00;75.160,50;413,50;53.090,25
17.01.2024 10:00;17.01.2024 11:00;74.634,75;74.662,00;27,25;55.531,00
17.01.2024 11:00;17.01.2024 12:00;74.757,50;74.764,00;6,50;59.346,25
17.01.2024 12:00;17.01.2024 13:00;74.558,00;74.569,50;11,50;61.106,75
17.01.2024 13:00;17.01.2024 14:00;73.251,75;73.272,25;20,50;61.848,50
17.01.2024 14:00;17.01.2024 15:00;71.998,50;72.038,50;40,00;62.506,50
17.01.2024 15:00;17.01.2024 16:00;70.668,75;70.675,25;6,50;62.531,00
17.01.2024 16:00;17.01.2024 17:00;70.618,00;70.625,00;7,00;62.954,75
17.01.2024 17:00;17.01.2024 18:00;72.079,25;72.088,50;9,25;64.535,75
17.01.2024 18:00;17.01.2024 19:00;71.909,25;71.918,75;9,50;64.816,75
17.01.2024 19:00;17.01.2024 20:00;69.970,00;69.976,75;6,75;63.596,25
17.01.2024 20:00;17.01.2024 21:00;65.821,00;66.095,75;274,75;59.345,00
17.01.2024 21:00;17.01.2024 22:00;62.589,50;63.468,75;879,25;56.104,75
17.01.2024 22:00;17.01.2024 23:00;59.843,00;61.279,25;1.436,25;52.993,25
17.01.2024 23:00;18.01.2024 00:00;56.208,25;57.709,00;1.500,75;49.352,75
18.01.2024 00:00;18.01.2024 01:00;53.968,00;56.655,00;2.687,00;47.391,00
18.01.2024 01:00;18.01.2024 02:00;51.735,50;55.332,75;3.597,25;44.822,50
18.01.2024 02:00;18.01.2024 03:00;50.971,75;54.600,25;3.628,50;43.871,75
18.01.2024 03:00;18.01.2024 04:00;51.442,00;55.558,25;4.116,25;44.139,50
18.01.2024 04:00;18.01.2024 05:00;52.840,50;56.221,75;3.381,25;45.057,75
18.01.2024 05:00;18.01.2024 06:00;56.226,75;58.533,25;2.306,50;48.901,25
18.01.2024 06:00;18.01.2024 07:00;62.718,00;63.050,75;332,75;56.026,00
18.01.2024 07:00;18.01.2024 08:00;68.526,25;68.572,75;46,50;61.867,50
18.01.2024 08:00;18.01.2024 09:00;71.733,50;71.744,25;10,75;63.448,50
18.01.2024 09:00;18.01.2024 10:00;71.978,00;71.981,75;3,75;62.660,75
18.01.2024 10:00;18.01.2024 11:00;71.997,75;72.002,50;4,75;61.245,00
18.01.2024 11:00;18.01.2024 12:00;72.378,75;72.400,25;21,50;60.887,75
18.01.2024 12:00;18.01.2024 13:00;72.456,25;72.531,25;75,00;60.507,50
18.01.2024 13:00;18.01.2024 14:00;71.274,00;71.560,00;286,00;59.521,50
18.01.2024 14:00;18.01.2024 15:00;69.990,75;70.418,25;427,50;58.822,75
18.01.2024 15:00;18.01.2024 16:00;69.486,75;69.611,75;125,00;59.038,50
18.01.2024 16:00;18.01.2024 17:00;69.971,75;69.980,75;9,00;58.295,75
18.01.2024 17:00;18.01.2024 18:00;72.702,75;72.710,25;7,50;58.238,50
18.01.2024 18:00;18.01.2024 19:00;73.060,75;73.177,25;116,50;56.283,00
18.01.2024 19:00;18.01.2024 20:00;71.826,00;72.001,50;175,50;53.471,25
18.01.2024 20:00;18.01.2024 21:00;69.114,75;69.275,75;161,00;49.507,25
18.01.2024 21:00;18.01.2024 22:00;66.013,50;66.273,00;259,50;45.261,00
18.01.2024 22:00;18.01.2024 23:00;62.931,50;63.115,25;183,75;42.299,25
18.01.2024 23:00;19.01.2024 00:00;59.670,75;61.500,25;1.829,50;37.313,50
19.01.2024 00:00;19.01.2024 01:00;56.778,00;59.731,50;2.953,50;32.562,25
19.01.2024 01:00;19.01.2024 02:00;55.245,50;59.135,50;3.890,00;29.594,25
19.01.2024 02:00;19.01.2024 03:00;54.602,50;58.961,25;4.358,75;27.842,00
19.01.2024 03:00;19.01.2024 04:00;54.940,00;58.949,25;4.009,25;27.410,25
19.01.2024 04:00;19.01.2024 05:00;55.971,25;59.915,75;3.944,50;27.871,25
19.01.2024 05:00;19.01.2024 06:00;58.875,50;61.966,25;3.090,75;30.076,25
19.01.2024 06:00;19.01.2024 07:00;65.697,75;66.348,75;651,00;36.989,75
19.01.2024 07:00;19.01.2024 08:00;71.436,75;71.615,50;178,75;42.843,50
19.01.2024 08:00;19.01.2024 09:00;73.952,75;73.977,25;24,50;44.915,00
19.01.2024 09:00;19.01.2024 10:00;74.289,25;74.291,00;1,75;44.789,00
19.01.2024 10:00;19.01.2024 11:00;74.792,25;74.799,75;7,50;44.073,75
19.01.2024 11:00;19.01.2024 12:00;74.597,50;74.630,75;33,25;42.075,00
19.01.2024 12:00;19.01.2024 13:00;73.628,50;73.855,75;227,25;39.795,25
19.01.2024 13:00;19.01.2024 14:00;71.713,00;72.204,25;491,25;37.658,25
19.01.2024 14:00;19.01.2024 15:00;69.762,00;70.061,75;299,75;36.780,00
19.01.2024 15:00;19.01.2024 16:00;69.607,75;69.659,25;51,50;38.152,00
19.01.2024 16:00;19.01.2024 17:00;70.134,50;70.312,00;177,50;38.237,25
19.01.2024 17:00;19.01.2024 18:00;72.528,25;72.594,00;65,75;38.708,75
19.01.2024 18:00;19.01.2024 19:00;72.402,50;72.416,50;14,00;36.823,75
19.01.2024 19:00;19.01.2024 20:00;70.750,25;70.932,50;182,25;34.295,50
19.01.2024 20:00;19.01.2024 21:00;66.778,25;67.025,50;247,25;29.965,25
19.01.2024 21:00;19.01.2024 22:00;63.169,25;63.460,00;290,75;27.009,75
19.01.2024 22:00;19.01.2024 23:00;60.588,25;61.014,50;426,25;25.787,50
19.01.2024 23:00;20.01.2024 00:00;57.717,00;58.577,25;860,25;23.406,25
20.01.2024 00:00;20.01.2024 01:00;54.921,75;56.243,75;1.322,00;20.674,75
20.01.2024 01:00;20.01.2024 02:00;52.884,00;54.814,00;1.930,00;19.306,75
20.01.2024 02:00;20.01.2024 03:00;52.634,25;55.639,25;3.005,00;19.210,00
20.01.2024 03:00;20.01.2024 04:00;52.061,00;55.227,25;3.166,25;19.070,00
20.01.2024 04:00;20.01.2024 05:00;52.443,25;56.210,00;3.766,75;19.070,75
20.01.2024 05:00;20.01.2024 06:00;52.478,00;55.220,50;2.742,50;19.582,75
20.01.2024 06:00;20.01.2024 07:00;53.218,25;54.816,50;1.598,25;20.085,50
20.01.2024 07:00;20.01.2024 08:00;55.456,25;56.052,00;595,75;22.130,50
20.01.2024 08:00;20.01.2024 09:00;59.313,00;59.405,25;92,25;25.239,75
20.01.2024 09:00;20.01.2024 10:00;62.633,00;62.663,25;30,25;26.362,00
20.01.2024 10:00;20.01.2024 11:00;63.901,50;63.971,00;69,50;24.797,75
20.01.2024 11:00;20.01.2024 12:00;64.359,25;65.191,00;831,75;23.102,50
20.01.2024 12:00;20.01.2024 13:00;63.747,25;65.083,25;1.336,00;20.354,00
20.01.2024 13:00;20.01.2024 14:00;61.449,25;63.461,00;2.011,75;19.570,75
20.01.2024 14:00;20.01.2024 15:00;58.773,75;60.163,00;1.389,25;21.728,75
20.01.2024 15:00;20.01.2024 16:00;58.021,00;58.633,75;612,75;27.201,50
20.01.2024 16:00;20.01.2024 17:00;58.974,75;59.132,75;158,00;32.319,50
20.01.2024 17:00;20.01.2024 18:00;62.004,75;62.086,25;81,50;35.495,00
20.01.2024 18:00;20.01.2024 19:00;63.006,50;63.013,50;7,00;36.271,50
20.01.2024 19:00;20.01.2024 20:00;61.918,75;61.977,50;58,75;34.784,75
20.01.2024 20:00;20.01.2024 21:00;59.546,25;59.674,50;128,25;31.948,00
20.01.2024 21:00;20.01.2024 22:00;57.247,75;57.352,75;105,00;29.836,25
20.01.2024 22:00;20.01.2024 23:00;56.165,75;56.235,50;69,75;29.412,25
20.01.2024 23:00;21.01.2024 00:00;53.372,50;53.605,50;233,00;26.262,00
21.01.2024 00:00;21.01.2024 01:00;50.671,75;51.190,25;518,50;22.104,75
21.01.2024 01:00;21.01.2024 02:00;48.992,75;49.414,00;421,25;19.253,50
21.01.2024 02:00;21.01.2024 03:00;47.880,25;48.312,75;432,50;17.366,00
21.01.2024 03:00;21.01.2024 04:00;47.350,25;48.213,00;862,75;16.670,25
21.01.2024 04:00;21.01.2024 05:00;46.787,50;48.321,25;1.533,75;15.879,25
21.01.2024 05:00;21.01.2024 06:00;46.676,25;48.486,25;1.810,00;14.685,50
21.01.2024 06:00;21.01.2024 07:00;46.811,75;48.599,75;1.788,00;13.067,50
21.01.2024 07:00;21.01.2024 08:00;49.146,25;49.636,25;490,00;13.143,50
21.01.2024 08:00;21.01.2024 09:00;52.960,50;53.143,00;182,50;13.834,25
21.01.2024 09:00;21.01.2024 10:00;57.287,00;58.054,50;767,50;13.922,50
21.01.2024 10:00;21.01.2024 11:00;60.002,75;60.797,25;794,50;13.726,00
21.01.2024 11:00;21.01.2024 12:00;61.853,00;62.788,25;935,25;14.498,75
21.01.2024 12:00;21.01.2024 13:00;61.642,00;63.265,75;1.623,75;14.585,00
21.01.2024 13:00;21.01.2024 14:00;59.718,75;62.878,75;3.160,00;13.677,75
21.01.2024 14:00;21.01.2024 15:00;58.120,25;61.173,75;3.053,50;12.721,50
21.01.2024 15:00;21.01.2024 16:00;56.773,00;58.393,75;1.620,75;13.900,50
21.01.2024 16:00;21.01.2024 17:00;57.594,00;58.006,50;412,50;17.010,25
21.01.2024 17:00;21.01.2024 18:00;61.336,25;61.634,50;298,25;19.902,25
21.01.2024 18:00;21.01.2024 19:00;62.403,00;62.419,25;16,25;20.673,00
21.01.2024 19:00;21.01.2024 20:00;60.586,25;60.785,50;199,25;18.744,00
21.01.2024 20:00;21.01.2024 21:00;58.114,00;58.789,75;675,75;16.110,75
21.01.2024 21:00;21.01.2024 22:00;56.757,50;57.727,00;969,50;13.929,75
21.01.2024 22:00;21.01.2024 23:00;55.362,75;56.278,00;915,25;13.568,50
21.01.2024 23:00;22.01.2024 00:00;52.932,50;55.783,75;2.851,25;11.302,25
22.01.2024 00:00;22.01.2024 01:00;51.863,25;56.164,00;4.300,75;9.132,25
22.01.2024 01:00;22.01.2024 02:00;49.897,00;55.015,75;5.118,75;7.284,75
22.01.2024 02:00;22.01.2024 03:00;48.809,50;53.986,00;5.176,50;7.797,00
22.01.2024 03:00;22.01.2024 04:00;49.073,75;54.244,00;5.170,25;7.420,75
22.01.2024 04:00;22.01.2024 05:00;50.395,50;55.552,50;5.157,00;7.339,00
22.01.2024 05:00;22.01.2024 06:00;53.797,50;58.028,75;4.231,25;9.471,00
22.01.2024 06:00;22.01.2024 07:00;60.817,75;62.393,00;1.575,25;15.037,50
22.01.2024 07:00;22.01.2024 08:00;67.578,50;67.722,00;143,50;20.270,50
22.01.2024 08:00;22.01.2024 09:00;71.243,25;71.250,75;7,50;23.000,00
22.01.2024 09:00;22.01.2024 10:00;71.803,25;71.814,00;10,75;22.867,25
22.01.2024 10:00;22.01.2024 11:00;72.350,00;72.499,00;149,00;22.385,00
22.01.2024 11:00;22.01.2024 12:00;72.735,00;73.121,00;386,00;21.975,25
22.01.2024 12:00;22.01.2024 13:00;72.594,75;73.349,25;754,50;21.428,75
22.01.2024 13:00;22.01.2024 14:00;71.972,25;72.974,75;1.002,50;20.654,50
22.01.2024 14:00;22.01.2024 15:00;70.649,75;70.957,25;307,50;21.269,00
22.01.2024 15:00;22.01.2024 16:00;70.391,25;70.848,75;457,50;23.916,50
22.01.2024 16:00;22.01.2024 17:00;70.771,25;71.078,00;306,75;25.576,50
22.01.2024 17:00;22.01.2024 18:00;72.757,50;72.785,25;27,75;27.993,75
22.01.2024 18:00;22.01.2024 19:00;72.240,00;72.246,00;6,00;27.677,00
22.01.2024 19:00;22.01.2024 20:00;70.379,00;70.446,75;67,75;25.556,75
22.01.2024 20:00;22.01.2024 21:00;66.531,00;66.935,75;404,75;21.815,00
22.01.2024 21:00;22.01.2024 22:00;63.106,75;63.703,25;596,50;18.083,00
22.01.2024 22:00;22.01.2024 23:00;59.723,00;60.558,50;835,50;15.813,75
22.01.2024 23:00;23.01.2024 00:00;56.600,00;59.165,50;2.565,50;12.350,50
23.01.2024 00:00;23.01.2024 01:00;53.889,00;58.272,25;4.383,25;9.515,00
23.01.2024 01:00;23.01.2024 02:00;51.158,00;55.903,75;4.745,75;7.664,75
23.01.2024 02:00;23.01.2024 03:00;50.429,50;55.395,25;4.965,75;7.003,75
23.01.2024 03:00;23.01.2024 04:00;50.709,50;55.805,50;5.096,00;7.011,75
23.01.2024 04:00;23.01.2024 05:00;52.022,00;56.744,25;4.722,25;8.014,75
23.01.2024 05:00;23.01.2024 06:00;55.551,25;58.530,75;2.979,50;12.131,00
23.01.2024 06:00;23.01.2024 07:00;62.624,25;63.968,25;1.344,00;19.320,25
23.01.2024 07:00;23.01.2024 08:00;68.431,00;68.517,25;86,25;25.860,50
23.01.2024 08:00;23.01.2024 09:00;70.994,75;71.002,25;7,50;29.377,75
23.01.2024 09:00;23.01.2024 10:00;71.660,25;71.666,25;6,00;28.539,00
23.01.2024 10:00;23.01.2024 11:00;71.232,50;71.662,25;429,75;25.006,75
23.01.2024 11:00;23.01.2024 12:00;71.453,75;72.277,25;823,50;22.682,00
23.01.2024 12:00;23.01.2024 13:00;71.139,50;71.719,25;579,75;21.960,00
23.01.2024 13:00;23.01.2024 14:00;70.085,00;70.786,50;701,50;22.166,00
23.01.2024 14:00;23.01.2024 15:00;69.224,00;69.616,00;392,00;23.542,75
23.01.2024 15:00;23.01.2024 16:00;69.517,00;69.816,50;299,50;27.048,25
23.01.2024 16:00;23.01.2024 17:00;69.589,25;69.837,50;248,25;29.968,25
23.01.2024 17:00;23.01.2024 18:00;71.810,50;71.850,25;39,75;32.659,75
23.01.2024 18:00;23.01.2024 19:00;71.685,75;71.800,25;114,50;30.813,50
23.01.2024 19:00;23.01.2024 20:00;70.539,00;70.801,50;262,50;27.391,00
23.01.2024 20:00;23.01.2024 21:00;66.554,50;66.904,50;350,00;21.849,25
23.01.2024 21:00;23.01.2024 22:00;63.188,75;64.132,50;943,75;16.673,00
23.01.2024 22:00;23.01.2024 23:00;59.779,75;61.520,75;1.741,00;13.757,50
23.01.2024 23:00;24.01.2024 00:00;56.745,75;60.413,00;3.667,25;9.512,00
24.01.2024 00:00;24.01.2024 01:00;53.354,00;57.697,50;4.343,50;5.962,75
24.01.2024 01:00;24.01.2024 02:00;51.726,00;56.726,25;5.000,25;4.468,75
24.01.2024 02:00;24.01.2024 03:00;50.817,00;55.974,25;5.157,25;4.990,50
24.01.2024 03:00;24.01.2024 04:00;50.738,75;55.751,00;5.012,25;6.097,25
24.01.2024 04:00;24.01.2024 05:00;51.693,75;56.619,00;4.925,25;7.434,75
24.01.2024 05:00;24.01.2024 06:00;54.970,00;59.274,25;4.304,25;8.179,25
24.01.2024 06:00;24.01.2024 07:00;60.937,50;63.342,75;2.405,25;12.014,50
24.01.2024 07:00;24.01.2024 08:00;66.754,50;67.189,25;434,75;17.964,00
24.01.2024 08:00;24.01.2024 09:00;69.353,25;69.381,50;28,25;20.399,25
24.01.2024 09:00;24.01.2024 10:00;68.811,75;68.822,00;10,25;19.667,50
24.01.2024 10:00;24.01.2024 11:00;69.180,00;69.284,25;104,25;17.500,25
24.01.2024 11:00;24.01.2024 12:00;70.210,75;71.169,25;958,50;15.485,00
24.01.2024 12:00;24.01.2024 13:00;69.462,50;71.072,75;1.610,25;13.799,25
24.01.2024 13:00;24.01.2024 14:00;68.346,25;69.948,75;1.602,50;12.906,25
24.01.2024 14:00;24.01.2024 15:00;67.391,50;68.864,50;1.473,00;13.186,00
24.01.2024 15:00;24.01.2024 16:00;66.776,75;67.397,75;621,00;15.053,00
24.01.2024 16:00;24.01.2024 17:00;68.042,75;68.389,25;346,50;18.393,00
24.01.2024 17:00;24.01.2024 18:00;70.536,75;70.685,00;148,25;22.310,25
24.01.2024 18:00;24.01.2024 19:00;70.025,25;70.096,00;70,75;23.271,75
24.01.2024 19:00;24.01.2024 20:00;68.278,50;68.390,75;112,25;21.675,75
24.01.2024 20:00;24.01.2024 21:00;64.826,75;65.181,00;354,25;18.977,25
24.01.2024 21:00;24.01.2024 22:00;60.700,25;61.565,25;865,00;15.522,00
24.01.2024 22:00;24.01.2024 23:00;57.434,75;59.472,00;2.037,25;13.222,50
24.01.2024 23:00;25.01.2024 00:00;54.411,75;58.317,00;3.905,25;11.142,75
25.01.2024 00:00;25.01.2024 01:00;51.593,25;56.138,25;4.545,00;9.147,00
25.01.2024 01:00;25.01.2024 02:00;48.663,25;53.154,50;4.491,25;6.987,00
25.01.2024 02:00;25.01.2024 03:00;47.690,25;52.238,75;4.548,50;7.055,75
25.01.2024 03:00;25.01.2024 04:00;48.058,00;52.717,50;4.659,50;8.006,00
25.01.2024 04:00;25.01.2024 05:00;49.520,00;53.570,50;4.050,50;10.044,25
25.01.2024 05:00;25.01.2024 06:00;53.354,00;55.931,25;2.577,25;15.186,25
25.01.2024 06:00;25.01.2024 07:00;61.072,25;62.277,50;1.205,25;24.239,00
25.01.2024 07:00;25.01.2024 08:00;67.066,75;67.288,25;221,50;32.392,00
25.01.2024 08:00;25.01.2024 09:00;69.082,75;69.108,00;25,25;35.985,50
25.01.2024 09:00;25.01.2024 10:00;69.005,75;69.393,00;387,25;34.435,00
25.01.2024 10:00;25.01.2024 11:00;68.473,00;69.062,75;589,75;31.995,50
25.01.2024 11:00;25.01.2024 12:00;68.971,50;69.568,50;597,00;32.576,25
25.01.2024 12:00;25.01.2024 13:00;67.263,50;67.522,50;259,00;32.171,25
25.01.2024 13:00;25.01.2024 14:00;67.226,50;67.910,75;684,25;34.895,75
25.01.2024 14:00;25.01.2024 15:00;66.396,25;66.548,25;152,00;39.136,50
25.01.2024 15:00;25.01.2024 16:00;66.065,00;66.211,00;146,00;45.176,50
25.01.2024 16:00;25.01.2024 17:00;66.330,00;66.391,75;61,75;49.948,50
25.01.2024 17:00;25.01.2024 18:00;68.525,00;68.544,00;19,00;53.101,25
25.01.2024 18:00;25.01.2024 19:00;68.437,75;68.442,75;5,00;52.769,25
25.01.2024 19:00;25.01.2024 20:00;66.620,25;66.636,00;15,75;50.943,00
25.01.2024 20:00;25.01.2024 21:00;63.031,00;63.229,75;198,75;47.210,00
25.01.2024 21:00;25.01.2024 22:00;59.220,50;59.338,00;117,50;43.462,25
25.01.2024 22:00;25.01.2024 23:00;55.999,50;56.249,25;249,75;40.744,75
25.01.2024 23:00;26.01.2024 00:00;52.326,00;52.667,75;341,75;37.171,75
26.01.2024 00:00;26.01.2024 01:00;48.697,50;49.143,50;446,00;33.601,50
26.01.2024 01:00;26.01.2024 02:00;47.206,25;47.909,00;702,75;31.224,75
26.01.2024 02:00;26.01.2024 03:00;46.424,75;47.563,50;1.138,75;29.093,50
26.01.2024 03:00;26.01.2024 04:00;47.081,00;49.835,75;2.754,75;27.995,75
26.01.2024 04:00;26.01.2024 05:00;48.395,75;51.312,75;2.917,00;27.091,00
26.01.2024 05:00;26.01.2024 06:00;51.923,50;54.159,75;2.236,25;28.053,50
26.01.2024 06:00;26.01.2024 07:00;58.401,00;58.762,75;361,75;30.346,50
26.01.2024 07:00;26.01.2024 08:00;64.590,50;64.694,50;104,00;32.695,00
26.01.2024 08:00;26.01.2024 09:00;68.269,50;68.446,25;176,75;32.238,00
26.01.2024 09:00;26.01.2024 10:00;68.497,00;68.594,25;97,25;28.596,50
26.01.2024 10:00;26.01.2024 11:00;68.929,00;69.003,00;74,00;25.639,50
26.01.2024 11:00;26.01.2024 12:00;68.886,25;69.318,50;432,25;22.927,50
26.01.2024 12:00;26.01.2024 13:00;68.997,75;70.438,00;1.440,25;21.949,00
26.01.2024 13:00;26.01.2024 14:00;68.028,00;70.357,00;2.329,00;19.962,00
26.01.2024 14:00;26.01.2024 15:00;67.187,25;70.825,75;3.638,50;18.422,25
26.01.2024 15:00;26.01.2024 16:00;65.277,50;67.055,75;1.778,25;17.303,50
26.01.2024 16:00;26.01.2024 17:00;65.536,25;67.186,75;1.650,50;18.566,50
26.01.2024 17:00;26.01.2024 18:00;68.514,75;69.011,50;496,75;21.985,25
26.01.2024 18:00;26.01.2024 19:00;67.796,25;68.025,50;229,25;24.126,75
26.01.2024 19:00;26.01.2024 20:00;66.184,00;66.257,25;73,25;24.562,50
26.01.2024 20:00;26.01.2024 21:00;62.393,75;62.756,50;362,75;22.891,75
